질문 index,turn number,질문 카테고리 2단계,질문지,기대 행동,정답지,평가,평가 원인,평가 결과,응답 json 경로
ROB-011,1,강건성 > 비정형 표현,"sus304용 1/4인치 2f Corner Radius end mill pls, Bright Finish 말고 다른거","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Alloy Steels, toolSubtype=Radius, diameterMm=6.35, fluteCount=2 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=toolSubtype=Radius, fluteCount=2 | 누락=workPieceName=Alloy Steels, diameterMm=6.35","purpose=question | filters=diameterMm=1, fluteCount=2, toolSubtype=Radius, coating!=Bright Finish",responses/ROB-011/turn_01.json
ROB-012,1,강건성 > 비정형 표현,스테인리스강... Roughing?? 4mm / 3날 / Y-Coating // 추천 가능?,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=M, toolSubtype=Roughing, diameterMm=4, fluteCount=3 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=material=M, diameterMm=4, fluteCount=3 | 누락=toolSubtype=Roughing","purpose=recommendation | filters=material=M, diameterMm=4, fluteCount=3, coating=Y-Coating",responses/ROB-012/turn_01.json
ROB-013,1,강건성 > 비정형 표현,"phi 6 로 알루미늄 Square 부탁, ALU-CUT 제외","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Aluminum, toolSubtype=Square, diameterMm=6, fluteCount=4 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=workPieceName=Aluminum, toolSubtype=Square, diameterMm=6 | 누락=fluteCount=4","purpose=question | filters=diameterMm=6, workPieceName=Aluminum, toolSubtype=Square, brand!=ALU-CUT for Korean Market",responses/ROB-013/turn_01.json
ROB-014,1,강건성 > 비정형 표현,구리 가공용인데 TiAlN only 아니고.. 5날쯤? Ball,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Copper, toolSubtype=Ball, diameterMm=8, fluteCount=5 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=workPieceName=Copper, toolSubtype=Ball, fluteCount=5 | 누락=diameterMm=8","purpose=question | filters=workPieceName=Copper, coating!=TiAlN, fluteCount=5, toolSubtype=Ball",responses/ROB-014/turn_01.json
ROB-015,1,강건성 > 비정형 표현,주철용 Corner Radius 10mm 재고>=10 있나? 한국 기준!,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=K, toolSubtype=Radius, diameterMm=10, fluteCount=6 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=toolSubtype=Radius, diameterMm=10 | 누락=material=K, fluteCount=6","purpose=question | filters=toolSubtype=Radius, diameterMm=10, totalStock>=10, countryCode=KOREA",responses/ROB-015/turn_01.json
ROB-016,1,강건성 > 비정형 표현,"V7 PLUS no, DLC yes, 티타늄 Roughing 8날 12mm","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Titanium, toolSubtype=Roughing, diameterMm=12, fluteCount=8 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=diameterMm=12, fluteCount=8 | 누락=workPieceName=Titanium, toolSubtype=Roughing","purpose=question | filters=coating=DLC, fluteCount=8, diameterMm=12",responses/ROB-016/turn_01.json
ROB-017,1,강건성 > 비정형 표현,인코넬에서 Square 아닌 것도 괜찮은데 일단 Square 16mm로 보여줘,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Inconel, toolSubtype=Square, diameterMm=16, fluteCount=2 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=workPieceName=Inconel, toolSubtype=Square, diameterMm=16 | 누락=fluteCount=2","purpose=question | filters=workPieceName=Inconel, toolSubtype=Square, diameterMm=16",responses/ROB-017/turn_01.json
ROB-018,1,강건성 > 비정형 표현,"I need 고경도강 Ball cutter, 1/4인치, 3F, country korea","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=H, toolSubtype=Ball, diameterMm=6.35, fluteCount=3 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=material=H, toolSubtype=Ball, fluteCount=3 | 누락=diameterMm=6.35","purpose=question | filters=material=H, toolSubtype=Ball, shankDiameterMm=6.35, fluteCount=3, countryCode=KOREA",responses/ROB-018/turn_01.json
ROB-019,1,강건성 > 비정형 표현,"탄소강용 엔드밀 10파이쯤? 아 정확히는 4mm, X-Coating, Corner Radius","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=P, toolSubtype=Radius, diameterMm=4, fluteCount=4 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=material=P, toolSubtype=Radius, diameterMm=4 | 누락=fluteCount=4","purpose=question | filters=material=P, toolSubtype=Radius, diameterMm=4, coating=X-Coating",responses/ROB-019/turn_01.json
ROB-020,1,강건성 > 비정형 표현,합금강 -> Roughing -> 6mm -> 5날 ; regex로 놓치면 안됨,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Alloy Steels, toolSubtype=Roughing, diameterMm=6, fluteCount=5 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=diameterMm=6, fluteCount=5 | 누락=workPieceName=Alloy Steels, toolSubtype=Roughing","purpose=question | filters=diameterMm=6, fluteCount=5",responses/ROB-020/turn_01.json
ROB-021,1,강건성 > 비정형 표현,"sus304용 8mm 6f Square end mill pls, T-Coating 말고 다른거","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=M, toolSubtype=Square, diameterMm=8, fluteCount=6 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=toolSubtype=Square, diameterMm=8, fluteCount=6 | 누락=material=M","purpose=question | filters=diameterMm=8, fluteCount=6, toolSubtype=Square, coating!=T-Coating",responses/ROB-021/turn_01.json
ROB-022,1,강건성 > 비정형 표현,알루미늄... Ball?? 10mm / 8날 / DLC // 추천 가능?,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Aluminum, toolSubtype=Ball, diameterMm=10, fluteCount=8 | 기대 결과: 비정형 문장에서도 필터 인식",통과,"필수 필터 적용 확인: workPieceName=Aluminum, toolSubtype=Ball, diameterMm=10, fluteCount=8","purpose=question | filters=workPieceName=Aluminum, toolSubtype=Ball, diameterMm=10, fluteCount=8, coating=DLC",responses/ROB-022/turn_01.json
ROB-023,1,강건성 > 비정형 표현,"phi 12 로 구리 Corner Radius 부탁, X5070 제외","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Copper, toolSubtype=Radius, diameterMm=12, fluteCount=2 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=workPieceName=Copper, toolSubtype=Radius, diameterMm=12 | 누락=fluteCount=2","purpose=question | filters=diameterMm=12, workPieceName=Copper, toolSubtype=Radius, brand!=X5070",responses/ROB-023/turn_01.json
ROB-024,1,강건성 > 비정형 표현,주철 가공용인데 Y-Coating only 아니고.. 3날쯤? Roughing,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=K, toolSubtype=Roughing, diameterMm=16, fluteCount=3 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=material=K, fluteCount=3 | 누락=toolSubtype=Roughing, diameterMm=16","purpose=question | filters=material=K, coating!=Y-Coating, fluteCount=3",responses/ROB-024/turn_01.json
ROB-025,1,강건성 > 비정형 표현,티타늄용 Square 1/4인치 재고>=10 있나? 한국 기준!,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Titanium, toolSubtype=Square, diameterMm=6.35, fluteCount=4 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=toolSubtype=Square | 누락=workPieceName=Titanium, diameterMm=6.35, fluteCount=4","purpose=question | filters=toolSubtype=Square, shankDiameterMm=6.35, totalStock>=10, countryCode=KOREA",responses/ROB-025/turn_01.json
ROB-026,1,강건성 > 비정형 표현,"4G MILL no, TiAlN yes, 인코넬 Ball 5날 4mm","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Inconel, toolSubtype=Ball, diameterMm=4, fluteCount=5 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=toolSubtype=Ball, diameterMm=4, fluteCount=5 | 누락=workPieceName=Inconel","purpose=question | filters=coating=TiAlN, toolSubtype=Ball, fluteCount=5, diameterMm=4",responses/ROB-026/turn_01.json
ROB-027,1,강건성 > 비정형 표현,고경도강에서 Corner Radius 아닌 것도 괜찮은데 일단 Corner Radius 6mm로 보여줘,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=H, toolSubtype=Radius, diameterMm=6, fluteCount=6 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=material=H | 누락=toolSubtype=Radius, diameterMm=6, fluteCount=6","purpose=question | filters=material=H, ballRadiusMm=6",responses/ROB-027/turn_01.json
ROB-028,1,강건성 > 비정형 표현,"I need 탄소강 Roughing cutter, 8mm, 8F, country korea","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=P, toolSubtype=Roughing, diameterMm=8, fluteCount=8 | 기대 결과: 비정형 문장에서도 필터 인식",통과,"필수 필터 적용 확인: material=P, toolSubtype=Roughing, diameterMm=8, fluteCount=8","purpose=question | filters=material=P, toolSubtype=Roughing, diameterMm=8, fluteCount=8, countryCode=KOREA",responses/ROB-028/turn_01.json
ROB-029,1,강건성 > 비정형 표현,"합금강용 엔드밀 10파이쯤? 아 정확히는 10mm, Bright Finish, Square","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Alloy Steels, toolSubtype=Square, diameterMm=10, fluteCount=2 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=toolSubtype=Square, diameterMm=10 | 누락=workPieceName=Alloy Steels, fluteCount=2","purpose=question | filters=diameterMm=10, coating=Bright Finish, toolSubtype=Square",responses/ROB-029/turn_01.json
ROB-030,1,강건성 > 비정형 표현,스테인리스강 -> Ball -> 12mm -> 3날 ; regex로 놓치면 안됨,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=M, toolSubtype=Ball, diameterMm=12, fluteCount=3 | 기대 결과: 비정형 문장에서도 필터 인식",통과,"필수 필터 적용 확인: material=M, toolSubtype=Ball, diameterMm=12, fluteCount=3","purpose=question | filters=material=M, toolSubtype=Ball, diameterMm=12, fluteCount=3",responses/ROB-030/turn_01.json
ROB-031,1,강건성 > 비정형 표현,"sus304용 16mm 4f Corner Radius end mill pls, X-Coating 말고 다른거","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Aluminum, toolSubtype=Radius, diameterMm=16, fluteCount=4 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=toolSubtype=Radius, diameterMm=16, fluteCount=4 | 누락=workPieceName=Aluminum","purpose=question | filters=diameterMm=16, fluteCount=4, toolSubtype=Radius, coating!=X-Coating",responses/ROB-031/turn_01.json
ROB-032,1,강건성 > 비정형 표현,구리... Roughing?? 1/4인치 / 5날 / TiAlN // 추천 가능?,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Copper, toolSubtype=Roughing, diameterMm=6.35, fluteCount=5 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=workPieceName=Copper, diameterMm=6.35, fluteCount=5 | 누락=toolSubtype=Roughing","purpose=question | filters=workPieceName=Copper, diameterMm=6.35, fluteCount=5, coating=TiAlN",responses/ROB-032/turn_01.json
ROB-033,1,강건성 > 비정형 표현,"phi 4 로 주철 Square 부탁, CRX-S 제외","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=K, toolSubtype=Square, diameterMm=4, fluteCount=6 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=material=K, toolSubtype=Square, diameterMm=4 | 누락=fluteCount=6","purpose=question | filters=diameterMm=4, material=K, toolSubtype=Square",responses/ROB-033/turn_01.json
ROB-034,1,강건성 > 비정형 표현,티타늄 가공용인데 DLC only 아니고.. 8날쯤? Ball,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Titanium, toolSubtype=Ball, diameterMm=6, fluteCount=8 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=toolSubtype=Ball, fluteCount=8 | 누락=workPieceName=Titanium, diameterMm=6","purpose=question | filters=coating!=DLC, fluteCount=8, toolSubtype=Ball",responses/ROB-034/turn_01.json
ROB-035,1,강건성 > 비정형 표현,인코넬용 Corner Radius 8mm 재고>=10 있나? 한국 기준!,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Inconel, toolSubtype=Radius, diameterMm=8, fluteCount=2 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=toolSubtype=Radius | 누락=workPieceName=Inconel, diameterMm=8, fluteCount=2","purpose=question | filters=toolSubtype=Radius, ballRadiusMm=8, totalStock>=10, countryCode=KOREA",responses/ROB-035/turn_01.json
ROB-036,1,강건성 > 비정형 표현,"TitaNox-POWER HPC no, Y-Coating yes, 고경도강 Roughing 3날 10mm","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=H, toolSubtype=Roughing, diameterMm=10, fluteCount=3 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=material=H, diameterMm=10, fluteCount=3 | 누락=toolSubtype=Roughing","purpose=recommendation | filters=coating=Y-Coating, material=H, fluteCount=3, diameterMm=10",responses/ROB-036/turn_01.json
ROB-037,1,강건성 > 비정형 표현,탄소강에서 Square 아닌 것도 괜찮은데 일단 Square 12mm로 보여줘,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=P, toolSubtype=Square, diameterMm=12, fluteCount=4 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=material=P, toolSubtype=Square, diameterMm=12 | 누락=fluteCount=4","purpose=question | filters=material=P, toolSubtype=Square, diameterMm=12",responses/ROB-037/turn_01.json
ROB-038,1,강건성 > 비정형 표현,"I need 합금강 Ball cutter, 16mm, 5F, country korea","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Alloy Steels, toolSubtype=Ball, diameterMm=16, fluteCount=5 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=toolSubtype=Ball, diameterMm=16, fluteCount=5 | 누락=workPieceName=Alloy Steels","purpose=question | filters=toolSubtype=Ball, diameterMm=16, fluteCount=5, countryCode=KOREA",responses/ROB-038/turn_01.json
ROB-039,1,강건성 > 비정형 표현,"스테인리스강용 엔드밀 10파이쯤? 아 정확히는 1/4인치, T-Coating, Corner Radius","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=M, toolSubtype=Radius, diameterMm=6.35, fluteCount=6 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=material=M, toolSubtype=Radius | 누락=diameterMm=6.35, fluteCount=6","purpose=recommendation | filters=material=M, toolSubtype=Radius, diameterMm=1, coating=T-Coating",responses/ROB-039/turn_01.json
ROB-040,1,강건성 > 비정형 표현,알루미늄 -> Roughing -> 4mm -> 8날 ; regex로 놓치면 안됨,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Aluminum, toolSubtype=Roughing, diameterMm=4, fluteCount=8 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=workPieceName=Aluminum, diameterMm=4, fluteCount=8 | 누락=toolSubtype=Roughing","purpose=question | filters=workPieceName=Aluminum, diameterMm=4, fluteCount=8",responses/ROB-040/turn_01.json
ROB-041,1,강건성 > 비정형 표현,"sus304용 6mm 2f Square end mill pls, Bright Finish 말고 다른거","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Copper, toolSubtype=Square, diameterMm=6, fluteCount=2 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=toolSubtype=Square, diameterMm=6, fluteCount=2 | 누락=workPieceName=Copper","purpose=question | filters=diameterMm=6, fluteCount=2, toolSubtype=Square, coating!=Bright Finish",responses/ROB-041/turn_01.json
ROB-042,1,강건성 > 비정형 표현,주철... Ball?? 8mm / 3날 / Y-Coating // 추천 가능?,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=K, toolSubtype=Ball, diameterMm=8, fluteCount=3 | 기대 결과: 비정형 문장에서도 필터 인식",통과,"필수 필터 적용 확인: material=K, toolSubtype=Ball, diameterMm=8, fluteCount=3","purpose=recommendation | filters=material=K, toolSubtype=Ball, diameterMm=8, fluteCount=3, coating=Y-Coating",responses/ROB-042/turn_01.json
ROB-043,1,강건성 > 비정형 표현,"phi 10 로 티타늄 Corner Radius 부탁, ALU-CUT 제외","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Titanium, toolSubtype=Radius, diameterMm=10, fluteCount=4 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=workPieceName=Titanium, toolSubtype=Radius, diameterMm=10 | 누락=fluteCount=4","purpose=question | filters=diameterMm=10, workPieceName=Titanium, toolSubtype=Radius, brand!=ALU-CUT for Korean Market",responses/ROB-043/turn_01.json
ROB-044,1,강건성 > 비정형 표현,인코넬 가공용인데 TiAlN only 아니고.. 5날쯤? Roughing,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Inconel, toolSubtype=Roughing, diameterMm=12, fluteCount=5 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=fluteCount=5 | 누락=workPieceName=Inconel, toolSubtype=Roughing, diameterMm=12","purpose=question | filters=coating!=TiAlN, fluteCount=5",responses/ROB-044/turn_01.json
ROB-045,1,강건성 > 비정형 표현,고경도강용 Square 16mm 재고>=10 있나? 한국 기준!,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=H, toolSubtype=Square, diameterMm=16, fluteCount=6 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=material=H, toolSubtype=Square, diameterMm=16 | 누락=fluteCount=6","purpose=question | filters=material=H, toolSubtype=Square, diameterMm=16, totalStock>=10, countryCode=KOREA",responses/ROB-045/turn_01.json
ROB-046,1,강건성 > 비정형 표현,"V7 PLUS no, DLC yes, 탄소강 Ball 8날 1/4인치","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=P, toolSubtype=Ball, diameterMm=6.35, fluteCount=8 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=material=P, toolSubtype=Ball, fluteCount=8 | 누락=diameterMm=6.35","purpose=question | filters=coating=DLC, material=P, toolSubtype=Ball, fluteCount=8, shankDiameterMm=6.35",responses/ROB-046/turn_01.json
ROB-047,1,강건성 > 비정형 표현,합금강에서 Corner Radius 아닌 것도 괜찮은데 일단 Corner Radius 4mm로 보여줘,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Alloy Steels, toolSubtype=Radius, diameterMm=4, fluteCount=2 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=toolSubtype=Radius | 누락=workPieceName=Alloy Steels, diameterMm=4, fluteCount=2","purpose=question | filters=toolSubtype=Radius, ballRadiusMm=4",responses/ROB-047/turn_01.json
ROB-048,1,강건성 > 비정형 표현,"I need 스테인리스강 Roughing cutter, 6mm, 3F, country korea","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: material=M, toolSubtype=Roughing, diameterMm=6, fluteCount=3 | 기대 결과: 비정형 문장에서도 필터 인식",통과,"필수 필터 적용 확인: material=M, toolSubtype=Roughing, diameterMm=6, fluteCount=3","purpose=recommendation | filters=material=M, toolSubtype=Roughing, diameterMm=6, fluteCount=3, countryCode=KOREA",responses/ROB-048/turn_01.json
ROB-049,1,강건성 > 비정형 표현,"알루미늄용 엔드밀 10파이쯤? 아 정확히는 8mm, X-Coating, Square","띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Aluminum, toolSubtype=Square, diameterMm=8, fluteCount=4 | 기대 결과: 비정형 문장에서도 필터 인식",일부 통과,"일부 필터만 적용됨: 적용=workPieceName=Aluminum, toolSubtype=Square, diameterMm=8 | 누락=fluteCount=4","purpose=recommendation | filters=workPieceName=Aluminum, diameterMm=8, coating=X-Coating, toolSubtype=Square",responses/ROB-049/turn_01.json
