question,answer,series,brand,category
YG TAP TC244의 사양이 어떻게 돼?,"YG TAP TC244 사양: 날 수 3, 4, 직경 범위 #4~1-1/8, 깊이비 3.0×D.",TC244,YG TAP,tool_shape
YG TAP TC244은 어디에 쓰는 거야?,"YG TAP TC244은(는) UNC unified coarse 나사 탭핑, 관통-hole 탭핑 등에 사용됩니다.",TC244,YG TAP,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP TC244 시리즈를 추천합니다. YG TAP STEEL TC244 SERIES / UNC Unified coarse 나사 / Mache 탭이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 브라이트(무처리).",TC244,YG TAP,selection
스테인리스강 가공할 때 쓸만한 탭 있어?,"YG TAP TC244 시리즈를 추천합니다. YG TAP STEEL TC244 SERIES / UNC Unified coarse 나사 / Mache 탭이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 브라이트(무처리).",TC244,YG TAP,selection
YG TAP STEEL TC254 시리즈가 뭐야?,"YG TAP STEEL TC254은(는) TC254 SERIES UNF Unified fe 나사 / Mache 탭, 재질은 코발트 고속도강(고속도강(HSS)-E), 3날입니다.",TC254,YG TAP STEEL,product_overview
YG TAP STEEL TC254은 어떤 소재에 쓸 수 있어?,"YG TAP STEEL TC254은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",TC254,YG TAP STEEL,material_target
YG TAP STEEL TC254의 코팅이랑 재질은?,YG TAP STEEL TC254의 공구 재질은 코발트 고속도강(고속도강(HSS)-E)입니다.,TC254,YG TAP STEEL,coating_material
YG TAP STEEL TC254의 특징이 뭐야?,YG TAP STEEL TC254의 주요 특징: 적합 대상: 관통홀. Higher 절삭 속도 than or 탭 due  thick web. UNF unified fe 나사. 브라이트(무처리) fh. 2B 나사 class.,TC254,YG TAP STEEL,feature
YG TAP STEEL TC254의 사양이 어떻게 돼?,"YG TAP STEEL TC254 사양: 날 수 3, 직경 범위 #4~1-1/8, 깊이비 3.0×D.",TC254,YG TAP STEEL,tool_shape
YG TAP STEEL TC254은 어디에 쓰는 거야?,YG TAP STEEL TC254은(는) 관통 hole 탭핑 등에 사용됩니다.,TC254,YG TAP STEEL,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP STEEL TC254 시리즈를 추천합니다. TC254 SERIES UNF Unified fe 나사 / Mache 탭이며, ISO P(일반강/합금강) 소재에 적합합니다.",TC254,YG TAP STEEL,selection
스테인리스강 가공할 때 쓸만한 탭 있어?,"YG TAP STEEL TC254 시리즈를 추천합니다. TC254 SERIES UNF Unified fe 나사 / Mache 탭이며, ISO M(스테인리스강) 소재에 적합합니다.",TC254,YG TAP STEEL,selection
YG TAP CHIP BREAKER TDE24 시리즈가 뭐야?,"YG TAP CHIP BREAKER TDE24은(는) YG TAP CHIP BREAKER TDE24 SERIES / ISO 미터 코스 Threads DIN 13 / Mache 탭, (Mache 탭 / Chip breaker), 재질은 코발트 고속도강(고속도강(HSS)-E), TiN 코팅, 3-4날입니다.",TDE24,YG TAP CHIP BREAKER,product_overview
YG TAP CHIP BREAKER TDE24은 어떤 소재에 쓸 수 있어?,"YG TAP CHIP BREAKER TDE24은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",TDE24,YG TAP CHIP BREAKER,material_target
YG TAP CHIP BREAKER TDE24의 코팅이랑 재질은?,"YG TAP CHIP BREAKER TDE24의 공구 재질은 코발트 고속도강(고속도강(HSS)-E), 코팅은 TiN입니다.",TDE24,YG TAP CHIP BREAKER,coating_material
YG TAP CHIP BREAKER TDE24의 특징이 뭐야?,"YG TAP CHIP BREAKER TDE24의 주요 특징: Solvg  productivity problem caused  lg chips. Particularly suitable  machg 비합금강, 저합금강, high 합금 강, 및 공구강. ISO 미터 코스 Threads DIN 13. Hole type: 2.0×D. 추천 절삭조건  칩 브레이커 탭.",TDE24,YG TAP CHIP BREAKER,feature
YG TAP CHIP BREAKER TDE24의 사양이 어떻게 돼?,"YG TAP CHIP BREAKER TDE24 사양: 날 수 3-4, 직경 범위 M4~M20, 깊이비 2.0×D, 헬릭스각 R15.",TDE24,YG TAP CHIP BREAKER,tool_shape
YG TAP CHIP BREAKER TDE24은 어디에 쓰는 거야?,"YG TAP CHIP BREAKER TDE24은(는) Mache 탭핑  ISO 미터 coarse 나사, Machg materials where lg chips reduce productivity, 나사 가공, ISO 미터 코스 Threads DIN 13, Particularly suitable  machg 비합금강, 저합금강, high 합금 강, 및 공구강 등에 사용됩니다.",TDE24,YG TAP CHIP BREAKER,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP CHIP BREAKER TDE24 시리즈를 추천합니다. YG TAP CHIP BREAKER TDE24 SERIES / ISO 미터 코스 Threads DIN 13 / Mache 탭이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 TiN.",TDE24,YG TAP CHIP BREAKER,selection
스테인리스강 가공할 때 쓸만한 탭 있어?,"YG TAP CHIP BREAKER TDE24 시리즈를 추천합니다. YG TAP CHIP BREAKER TDE24 SERIES / ISO 미터 코스 Threads DIN 13 / Mache 탭이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 TiN.",TDE24,YG TAP CHIP BREAKER,selection
YG TAP CHIP BREAKER TDE25 시리즈가 뭐야?,"YG TAP CHIP BREAKER TDE25은(는) TDE25 SERIES / MF ISO 미터 파인 Threads DIN 13 / Mache 탭, 재질은 코발트 고속도강(고속도강(HSS)-E), TiN 코팅입니다.",TDE25,YG TAP CHIP BREAKER,product_overview
YG TAP CHIP BREAKER TDE25은 어떤 소재에 쓸 수 있어?,"YG TAP CHIP BREAKER TDE25은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",TDE25,YG TAP CHIP BREAKER,material_target
YG TAP CHIP BREAKER TDE25의 코팅이랑 재질은?,"YG TAP CHIP BREAKER TDE25의 공구 재질은 코발트 고속도강(고속도강(HSS)-E), 코팅은 TiN입니다.",TDE25,YG TAP CHIP BREAKER,coating_material
YG TAP CHIP BREAKER TDE25의 특징이 뭐야?,"YG TAP CHIP BREAKER TDE25의 주요 특징: Solvg  productivity problem caused  lg chips.. Particularly suitable  machg 비합금강, 저합금강, high 합금 강, 및 공구강.. DIN 374. Hole type: 2.0×D. 6H.",TDE25,YG TAP CHIP BREAKER,feature
YG TAP CHIP BREAKER TDE25의 사양이 어떻게 돼?,"YG TAP CHIP BREAKER TDE25 사양: 직경 범위 M8×1.0 to M20×1.5, 깊이비 2.0×D, 헬릭스각 R15.",TDE25,YG TAP CHIP BREAKER,tool_shape
YG TAP CHIP BREAKER TDE25은 어디에 쓰는 거야?,"YG TAP CHIP BREAKER TDE25은(는) MF ISO 미터 파인 Threads DIN 13, Mache 탭핑, 나사 가공, ISO 미터 파인 Threads DIN 13, Mache 탭핑  ISO 미터 fe 나사 DIN 13 등에 사용됩니다.",TDE25,YG TAP CHIP BREAKER,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP CHIP BREAKER TDE25 시리즈를 추천합니다. TDE25 SERIES / MF ISO 미터 파인 Threads DIN 13 / Mache 탭이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 TiN.",TDE25,YG TAP CHIP BREAKER,selection
스테인리스강 가공할 때 쓸만한 탭 있어?,"YG TAP CHIP BREAKER TDE25 시리즈를 추천합니다. TDE25 SERIES / MF ISO 미터 파인 Threads DIN 13 / Mache 탭이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 TiN.",TDE25,YG TAP CHIP BREAKER,selection
YG TAP CHIP BREAKER TDE27 시리즈가 뭐야?,"YG TAP CHIP BREAKER TDE27은(는) MF ISO 미터 파인 Threads DIN 13 / Mache 탭, 재질은 코발트 고속도강(고속도강(HSS)-E), TiN 코팅, 3-4날입니다.",TDE27,YG TAP CHIP BREAKER,product_overview
YG TAP CHIP BREAKER TDE27은 어떤 소재에 쓸 수 있어?,"YG TAP CHIP BREAKER TDE27은(는) 비합금강, 저합금강, 고합금강, 공구강, 고합금강 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",TDE27,YG TAP CHIP BREAKER,material_target
YG TAP CHIP BREAKER TDE27의 코팅이랑 재질은?,"YG TAP CHIP BREAKER TDE27의 공구 재질은 코발트 고속도강(고속도강(HSS)-E), 코팅은 TiN입니다.",TDE27,YG TAP CHIP BREAKER,coating_material
YG TAP CHIP BREAKER TDE27의 특징이 뭐야?,"YG TAP CHIP BREAKER TDE27의 주요 특징: Solvg  productivity problem caused  lg chips.. Particularly suitable  machg 비합금강, 저합금강, high 합금 강, 및 공구강.. DIN 374. Hole type: 2.0×D. 6H.",TDE27,YG TAP CHIP BREAKER,feature
YG TAP CHIP BREAKER TDE27의 사양이 어떻게 돼?,"YG TAP CHIP BREAKER TDE27 사양: 날 수 3-4, 직경 범위 M8×1.0 to M20×1.5, 깊이비 2.0×D, 헬릭스각 R15.",TDE27,YG TAP CHIP BREAKER,tool_shape
YG TAP CHIP BREAKER TDE27은 어디에 쓰는 거야?,"YG TAP CHIP BREAKER TDE27은(는) Mache 탭핑  MF ISO 미터 fe 나사 DIN 13, Machg materials where lg chips cause productivity problems, 나사 가공, Machg ISO 미터 fe 나사 DIN 13, Mache 탭핑  관통-hole or 2.0×D hole 용도 등에 사용됩니다.",TDE27,YG TAP CHIP BREAKER,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP CHIP BREAKER TDE27 시리즈를 추천합니다. MF ISO 미터 파인 Threads DIN 13 / Mache 탭이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 TiN.",TDE27,YG TAP CHIP BREAKER,selection
스테인리스강 가공할 때 쓸만한 탭 있어?,"YG TAP CHIP BREAKER TDE27 시리즈를 추천합니다. MF ISO 미터 파인 Threads DIN 13 / Mache 탭이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 TiN.",TDE27,YG TAP CHIP BREAKER,selection
YG TAP CHIP BREAKER TDE29 시리즈가 뭐야?,"YG TAP CHIP BREAKER TDE29은(는) YG TAP CHIP BREAKER - TDE29 SERIES / Mache 탭 / MF ISO 미터 파인 Threads DIN 13, 재질은 코발트 고속도강(고속도강(HSS)-E), TiN 코팅, 3-4날입니다.",TDE29,YG TAP CHIP BREAKER,product_overview
YG TAP CHIP BREAKER TDE29은 어떤 소재에 쓸 수 있어?,"YG TAP CHIP BREAKER TDE29은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",TDE29,YG TAP CHIP BREAKER,material_target
YG TAP CHIP BREAKER TDE29의 코팅이랑 재질은?,"YG TAP CHIP BREAKER TDE29의 공구 재질은 코발트 고속도강(고속도강(HSS)-E), 코팅은 TiN입니다.",TDE29,YG TAP CHIP BREAKER,coating_material
YG TAP CHIP BREAKER TDE29의 특징이 뭐야?,"YG TAP CHIP BREAKER TDE29의 주요 특징: Solvg  productivity problem caused  lg chips. Particularly suitable  machg 비합금강, 저합금강, high 합금 강, 및 공구강. DIN 374. Hole type: 2.0 × D.  내부 냉각 쿨런트.",TDE29,YG TAP CHIP BREAKER,feature
YG TAP CHIP BREAKER TDE29의 사양이 어떻게 돼?,"YG TAP CHIP BREAKER TDE29 사양: 날 수 3-4, 직경 범위 M8 × 1.0 to M20 × 1.5, 깊이비 2.0 × D, 헬릭스각 R15, 냉각 방식 내부 냉각.",TDE29,YG TAP CHIP BREAKER,tool_shape
YG TAP CHIP BREAKER TDE29은 어디에 쓰는 거야?,"YG TAP CHIP BREAKER TDE29은(는) Mache 탭핑  MF ISO 미터 파인 Threads DIN 13, Machg materials  lg chips, 나사 가공, ISO 미터 파인 Threads DIN 13, 나사 가공  비합금강, 저합금강, high 합금 강, 및 공구강 등에 사용됩니다.",TDE29,YG TAP CHIP BREAKER,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP CHIP BREAKER TDE29 시리즈를 추천합니다. YG TAP CHIP BREAKER - TDE29 SERIES / Mache 탭 / MF ISO 미터 파인 Threads DIN 13이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 TiN.",TDE29,YG TAP CHIP BREAKER,selection
스테인리스강 가공할 때 쓸만한 탭 있어?,"YG TAP CHIP BREAKER TDE29 시리즈를 추천합니다. YG TAP CHIP BREAKER - TDE29 SERIES / Mache 탭 / MF ISO 미터 파인 Threads DIN 13이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 TiN.",TDE29,YG TAP CHIP BREAKER,selection
YG TAP TDE26 시리즈가 뭐야?,"YG TAP TDE26은(는) YG TAP CHIP BREAKER RECOMMENDED CUTTING CONDITIONS, 탭, (Chip Breaker), 재질은 코발트 고속도강(고속도강(HSS)-E), TiN 코팅입니다.",TDE26,YG TAP,product_overview
YG TAP TDE26은 어떤 소재에 쓸 수 있어?,"YG TAP TDE26은(는) 비합금강, 저합금강, 고합금강, 공구강, 고합금강 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강)에 해당합니다.",TDE26,YG TAP,material_target
YG TAP TDE26의 코팅이랑 재질은?,"YG TAP TDE26의 공구 재질은 코발트 고속도강(고속도강(HSS)-E), 코팅은 TiN입니다.",TDE26,YG TAP,coating_material
YG TAP TDE26의 특징이 뭐야?,YG TAP TDE26의 주요 특징: 추천 절삭조건  칩 브레이커 탭. Max. 2.0xD 막힌홀. Chamber lead acc.  DIN2197. 스파이럴 날 type. Solvg  productivity problem caused  lg chips..,TDE26,YG TAP,feature
YG TAP TDE26의 사양이 어떻게 돼?,"YG TAP TDE26 사양: 직경 범위 M4~M20, 깊이비 2.0xD, 헬릭스각 R15.",TDE26,YG TAP,tool_shape
YG TAP TDE26은 어디에 쓰는 거야?,"YG TAP TDE26은(는) 나사 가공, Mache 탭핑  ISO 미터 coarse 나사 DIN 13, Machg materials that produce lg chips 등에 사용됩니다.",TDE26,YG TAP,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP TDE26 시리즈를 추천합니다. YG TAP CHIP BREAKER RECOMMENDED CUTTING CONDITIONS이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 TiN.",TDE26,YG TAP,selection
YG TAP TDE28 시리즈가 뭐야?,"YG TAP TDE28은(는) YG TAP CHIP BREAKER RECOMMENDED CUTTING CONDITIONS, 탭, (Chip Breaker), 재질은 코발트 고속도강(고속도강(HSS)-E), TiN 코팅입니다.",TDE28,YG TAP,product_overview
YG TAP TDE28은 어떤 소재에 쓸 수 있어?,"YG TAP TDE28은(는) 비합금강, 저합금강, 고합금강, 공구강, 고합금강 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강)에 해당합니다.",TDE28,YG TAP,material_target
YG TAP TDE28의 코팅이랑 재질은?,"YG TAP TDE28의 공구 재질은 코발트 고속도강(고속도강(HSS)-E), 코팅은 TiN입니다.",TDE28,YG TAP,coating_material
YG TAP TDE28의 특징이 뭐야?,YG TAP TDE28의 주요 특징: 추천 절삭조건  칩 브레이커 탭. Max. 2.0xD 막힌홀. Chamber lead acc.  DIN2197. 스파이럴 날 type. Solvg  productivity problem caused  lg chips..,TDE28,YG TAP,feature
YG TAP TDE28의 사양이 어떻게 돼?,"YG TAP TDE28 사양: 직경 범위 M6~M20, 깊이비 2.0xD, 헬릭스각 R15, 냉각 방식 내부 냉각.",TDE28,YG TAP,tool_shape
YG TAP TDE28은 어디에 쓰는 거야?,"YG TAP TDE28은(는) 나사 가공, Machg ISO 미터 coarse 나사 DIN 13, Mache 탭핑  2.0×D hole 용도 등에 사용됩니다.",TDE28,YG TAP,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP TDE28 시리즈를 추천합니다. YG TAP CHIP BREAKER RECOMMENDED CUTTING CONDITIONS이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 TiN.",TDE28,YG TAP,selection
YG TAP INOX TB711 시리즈가 뭐야?,"YG TAP INOX TB711은(는) TB711 SERIES / Mache 탭 / ISO 미터 coarse 나사 DIN 13, 재질은 코발트 고속도강(고속도강(HSS)-E), Vap 코팅, 3-4날입니다.",TB711,YG TAP INOX,product_overview
YG TAP INOX TB711은 어떤 소재에 쓸 수 있어?,"YG TAP INOX TB711은(는) NW, P, M, K, N, S, H, 코발트 고속도강(고속도강(HSS)-E) 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",TB711,YG TAP INOX,material_target
YG TAP INOX TB711의 코팅이랑 재질은?,"YG TAP INOX TB711의 공구 재질은 코발트 고속도강(고속도강(HSS)-E), 코팅은 Vap입니다.",TB711,YG TAP INOX,coating_material
YG TAP INOX TB711의 특징이 뭐야?,YG TAP INOX TB711의 주요 특징: ISO 미터 coarse 나사 DIN 13. 적합 대상: 탭핑 막힌홀s due  special 날 형상 및 우수 칩 배출. DIN 371 / DIN 376. 6H lerance. R40.,TB711,YG TAP INOX,feature
YG TAP INOX TB711의 사양이 어떻게 돼?,"YG TAP INOX TB711 사양: 날 수 3-4, 직경 범위 M2~M30, 깊이비 2.0×D.",TB711,YG TAP INOX,tool_shape
YG TAP INOX TB711은 어디에 쓰는 거야?,"YG TAP INOX TB711은(는) 탭핑 막힌홀s, 미터 ISO 나사 DIN 13 등에 사용됩니다.",TB711,YG TAP INOX,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP INOX TB711 시리즈를 추천합니다. TB711 SERIES / Mache 탭 / ISO 미터 coarse 나사 DIN 13이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 Vap.",TB711,YG TAP INOX,selection
스테인리스강 가공할 때 쓸만한 탭 있어?,"YG TAP INOX TB711 시리즈를 추천합니다. TB711 SERIES / Mache 탭 / ISO 미터 coarse 나사 DIN 13이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 Vap.",TB711,YG TAP INOX,selection
YG TAP INOX TQ813 시리즈가 뭐야?,"YG TAP INOX TQ813은(는) ISO 미터 coarse 나사 DIN 13 / Mache 탭 / Maschengewdebohrer, 재질은 고속도강(HSS) PM, Vap 코팅, 3날입니다.",TQ813,YG TAP INOX,product_overview
YG TAP INOX TQ813은 어떤 소재에 쓸 수 있어?,"YG TAP INOX TQ813은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",TQ813,YG TAP INOX,material_target
YG TAP INOX TQ813의 코팅이랑 재질은?,"YG TAP INOX TQ813의 공구 재질은 고속도강(HSS) PM, 코팅은 Vap입니다.",TQ813,YG TAP INOX,coating_material
YG TAP INOX TQ813의 특징이 뭐야?,YG TAP INOX TQ813의 주요 특징: 적합 대상: 탭핑 막힌홀s due  special 날 형상. 우수 칩 배출. DIN 371 (M2~M10) 및 DIN 376 (M12). Hole type 2.5×D. 6H lerance.,TQ813,YG TAP INOX,feature
YG TAP INOX TQ813의 사양이 어떻게 돼?,"YG TAP INOX TQ813 사양: 날 수 3, 직경 범위 M2~M12, 깊이비 2.5×D.",TQ813,YG TAP INOX,tool_shape
YG TAP INOX TQ813은 어디에 쓰는 거야?,"YG TAP INOX TQ813은(는) ISO 미터 coarse 나사 탭핑, 막힌홀 hole 탭핑, 탭핑 막힌홀s, 미터 ISO 나사 DIN 13 등에 사용됩니다.",TQ813,YG TAP INOX,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP INOX TQ813 시리즈를 추천합니다. ISO 미터 coarse 나사 DIN 13 / Mache 탭 / Maschengewdebohrer이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 Vap.",TQ813,YG TAP INOX,selection
스테인리스강 가공할 때 쓸만한 탭 있어?,"YG TAP INOX TQ813 시리즈를 추천합니다. ISO 미터 coarse 나사 DIN 13 / Mache 탭 / Maschengewdebohrer이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 Vap.",TQ813,YG TAP INOX,selection
YG TAP INOX TR813 시리즈가 뭐야?,"YG TAP INOX TR813은(는) TR813 SERIES / ISO 미터 coarse 나사 DIN 13 / Mache 탭, 재질은 고속도강(HSS) PM, 브라이트(무처리) 코팅, 3날입니다.",TR813,YG TAP INOX,product_overview
YG TAP INOX TR813은 어떤 소재에 쓸 수 있어?,"YG TAP INOX TR813은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",TR813,YG TAP INOX,material_target
YG TAP INOX TR813의 코팅이랑 재질은?,"YG TAP INOX TR813의 공구 재질은 고속도강(HSS) PM, 코팅은 브라이트(무처리)입니다.",TR813,YG TAP INOX,coating_material
YG TAP INOX TR813의 특징이 뭐야?,YG TAP INOX TR813의 주요 특징: 적합 대상: 탭핑 막힌홀s due  special 날 형상 및 우수 칩 배출. DIN 371 (M2~M10) 및 DIN 376 (M12). 6H lerance. 브라이트(무처리) fh. Recommended ol holders: 스트레이트 생크 Shank / TAPPING ER CHUCK / TAPPING CHUCK / ONE STEP TAPPING CHUCK.,TR813,YG TAP INOX,feature
YG TAP INOX TR813의 사양이 어떻게 돼?,"YG TAP INOX TR813 사양: 날 수 3, 직경 범위 M2~M12, 깊이비 2.5×D.",TR813,YG TAP INOX,tool_shape
YG TAP INOX TR813은 어디에 쓰는 거야?,"YG TAP INOX TR813은(는) ISO 미터 coarse 나사 DIN 13, 막힌홀 hole 탭핑, Mache 탭핑  막힌홀s 등에 사용됩니다.",TR813,YG TAP INOX,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP INOX TR813 시리즈를 추천합니다. TR813 SERIES / ISO 미터 coarse 나사 DIN 13 / Mache 탭이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 브라이트(무처리).",TR813,YG TAP INOX,selection
스테인리스강 가공할 때 쓸만한 탭 있어?,"YG TAP INOX TR813 시리즈를 추천합니다. TR813 SERIES / ISO 미터 coarse 나사 DIN 13 / Mache 탭이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 브라이트(무처리).",TR813,YG TAP INOX,selection
YG TAP INOX YG TAP INOX 시리즈가 뭐야?,"YG TAP INOX YG TAP INOX은(는) ISO 미터 coarse 나사 DIN 13 / Mache 탭 / Maschengewdebohrer, 재질은 코발트 고속도강(고속도강(HSS)-E), Vap / TiCN 코팅, 4날입니다.",YG TAP INOX,YG TAP INOX,product_overview
YG TAP INOX YG TAP INOX은 어떤 소재에 쓸 수 있어?,"YG TAP INOX YG TAP INOX은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",YG TAP INOX,YG TAP INOX,material_target
YG TAP INOX YG TAP INOX의 코팅이랑 재질은?,"YG TAP INOX YG TAP INOX의 공구 재질은 코발트 고속도강(고속도강(HSS)-E), 코팅은 Vap / TiCN입니다.",YG TAP INOX,YG TAP INOX,coating_material
YG TAP INOX YG TAP INOX의 특징이 뭐야?,YG TAP INOX YG TAP INOX의 주요 특징: With recessed 나사  mache 탭핑  deep 막힌홀s. 적합 대상: 탭핑 막힌홀s due  special 날 형상 및 우수 칩 배출. DIN prile not ISO. DIN 371(M2~M10) 및 DIN 376(M11~M30). Modified botmg style.,YG TAP INOX,YG TAP INOX,feature
YG TAP INOX YG TAP INOX의 사양이 어떻게 돼?,"YG TAP INOX YG TAP INOX 사양: 날 수 4, 직경 범위 M2~M30, 깊이비 2.5×D, 헬릭스각 R40.",YG TAP INOX,YG TAP INOX,tool_shape
YG TAP INOX YG TAP INOX은 어디에 쓰는 거야?,"YG TAP INOX YG TAP INOX은(는) Mache 탭핑  deep 막힌홀s, 막힌홀 hole 나사 가공, 나사 가공 스테인리스강, General 탭핑 용도  lted ISO material groups 등에 사용됩니다.",YG TAP INOX,YG TAP INOX,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP INOX YG TAP INOX 시리즈를 추천합니다. ISO 미터 coarse 나사 DIN 13 / Mache 탭 / Maschengewdebohrer이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 Vap / TiCN.",YG TAP INOX,YG TAP INOX,selection
스테인리스강 가공할 때 쓸만한 탭 있어?,"YG TAP INOX YG TAP INOX 시리즈를 추천합니다. ISO 미터 coarse 나사 DIN 13 / Mache 탭 / Maschengewdebohrer이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 Vap / TiCN.",YG TAP INOX,YG TAP INOX,selection
YG TAP INOX TBE15 시리즈가 뭐야?,"YG TAP INOX TBE15은(는) ISO 미터 coarse 나사 DIN 13 / Mache 탭, 3 or 4날입니다.",TBE15,YG TAP INOX,product_overview
YG TAP INOX TBE15은 어떤 소재에 쓸 수 있어?,"YG TAP INOX TBE15은(는) VA, NW, 코발트 고속도강(고속도강(HSS)-E), DIN 371/376, 4H, 60°, C, R40 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",TBE15,YG TAP INOX,material_target
YG TAP INOX TBE15의 특징이 뭐야?,YG TAP INOX TBE15의 주요 특징: With recessed 나사  mache 탭핑  deep 막힌홀s.. 적합 대상: 탭핑 막힌홀s due  special 날 형상 및 우수 칩 배출.. Mit abgesetztem Gewde zum Schneiden v tiefen Sacklochgewden.. Geeignet zum Gewden v Sacklöchern dank besderer Nutengeometrie und ausgezeichneter Spanabfuhr.. With recessed 나사  mache 탭핑  deep 막힌홀s.,TBE15,YG TAP INOX,feature
YG TAP INOX TBE15의 사양이 어떻게 돼?,"YG TAP INOX TBE15 사양: 날 수 3 or 4, 직경 범위 M2~M30, 깊이비 2.5×D.",TBE15,YG TAP INOX,tool_shape
YG TAP INOX TBE15은 어디에 쓰는 거야?,"YG TAP INOX TBE15은(는) Mache 탭핑  deep 막힌홀s, 막힌홀 hole 탭핑, Mache 탭핑, Deep 막힌홀 나사 가공 등에 사용됩니다.",TBE15,YG TAP INOX,application
일반강/합금강 가공할 때 쓸만한 탭 있어?,"YG TAP INOX TBE15 시리즈를 추천합니다. ISO 미터 coarse 나사 DIN 13 / Mache 탭이며, ISO P(일반강/합금강) 소재에 적합합니다.",TBE15,YG TAP INOX,selection
